BrandName,Deatils,Sizes,MRP,SellPrice,Discount,Category
life,printed cotton lycra round neck womens t-shirt - pink,"Large,Medium,Small,X-Large,X-Small",699,349,50% off,Westernwear
and,solid polyester v neck womens regular top - wine,"8,10,12,14,16,18",1899,1519,20% off,Westernwear
life,embroidered viscose blend round neck womens t-shirt - white,"Large,Medium,Small,X-Large,X-Small",899,449,50% off,Westernwear
stop,printed regular neck cotton womens formal shirt - white,"Large,Medium,Small,X-Large,XX-Large",799,399,50% off,Westernwear
fratini,printed collar polyester womens regular top - off white,"Large,Medium,Small,X-Large,XX-Large",1299,649,50% off,Westernwear
life,printed band collar polyester womens woven top - lilac,"Large,Medium,Small,X-Large,X-Small",999,499,50% off,Westernwear
only,solid polyester viscose round neck womens t-shirt - green,"Large,Medium,Small,X-Large,X-Small",1299,779,40% off,Westernwear
zink london,solid cotton square neck womens dress - orange,"Large,Medium,Small,X-Large,X-Small,XX-Large",2599,1559,40% off,Westernwear
zink london,floral polyester round neck womens dress - off white,"Large,Medium,Small,X-Large",2999,1799,40% off,Westernwear
zink london,printed cotton round neck womens t-shirt - black,"Large,Small",1299,399,69% off,Westernwear
fratini,printed polyester round neck womens a-line dress - off white,"Error Size,Large,Medium,Small,X-Large,XX-Large",1999,999,50% off,Westernwear
rare,floral polyester off shoulder womens regular top - black,"Large,Medium,Small",999,499,50% off,Westernwear
kraus,skinny fit ankle length cotton blend womens jeans - blue,"28,30,32,36,38",1695,847,50% off,Westernwear
pepe,checks viscose blend round neck womens casual shirt - lime green,"Large,Medium,Small,X-Large",1599,959,40% off,Westernwear
kraus,clean look cotton wide fit womens jeans - blue,"28,30,32,34,36",1595,1435,10% off,Westernwear
zink london,solid cotton round neck womens dress - lavender,"Large,Medium,Small,X-Large,X-Small,XX-Large",3199,1919,40% off,Westernwear
zink london,womens regular fit solid round neck t-shirt - purple,"Large,Small,X-Large",1199,399,67% off,Westernwear
and,floral linen round neck womens straight dress - pink mix,"8,10,12,14,16",3899,3119,20% off,Westernwear
stop,solid viscose regular neck womens top - blush,"Large,Medium,Small,X-Large,XX-Large",999,499,50% off,Westernwear
madame,stripes polyester v neck womens top - blush,"Large,Medium,Small,X-Large,XX-Large",1799,1259,30% off,Westernwear
and,solid polyester v neck womens regular dress - peach,"8,10,12,14,16,18",2299,1149,50% off,Westernwear
zink london,solid polyester v neck womens dress - pink,"Large,Medium,X-Large,XX-Large",2999,1799,40% off,Westernwear
faballey,polka dots sweetheart neck georgette womens mini dress - blue,"Large,Medium,Small,X-Large,X-Small",1950,1560,20% off,Westernwear
and,solid round neck polyester womens straight top - yellow,"8,10,12,14,16,18",1699,1359,20% off,Westernwear
rare,stripes polyester boat neck womens regular top - maroon,"Large,Medium,Small,X-Large",1299,584,55% off,Westernwear
and,solid collar neck linen womens straight dresses - wine,"8,10,12,14,16,18",3299,2639,20% off,Westernwear
van heusen,printed polyester round neck womens top - yellow,"Large,Medium,Small,X-Large,X-Small",1499,999,33% off,Westernwear
life,solid viscose blend wide neck womens t-shirt - powder blue,"Large,Medium,Small,X-Large,X-Small",1299,649,50% off,Westernwear
zink london,textured cotton off shoulder womens dress - baby pink,"Large,Medium,Small,XX-Large",3499,2099,40% off,Westernwear
life,solid viscose wide neck womens a-line dress - orange,"Large,Medium,Small,X-Large,X-Small",1499,749,50% off,Westernwear
altlife,printed polyester blend regular neck womens t-shirt - purple,"Large,Medium,Small,X-Large,X-Small,XX-Large",599,299,50% off,Westernwear
fratini,printed viscose wide neck womens regular top - light blue,"Large,Medium,Small,X-Large",1199,599,50% off,Westernwear
life,printed collar neck polyester womens regular top - orange,"Large,Medium,Small,X-Large,X-Small",999,499,50% off,Westernwear
rare,solid crepe v neck womens blouson top - navy,"Large,Medium,Small",1299,584,55% off,Westernwear
zink london,solid polyester blend regular fit womens pants - grey,X-Large,1899,1139,40% off,Westernwear
life,regular fit regular length denim womens jeans - ice,"26,28,30,32,34,36,Medium",1699,849,50% off,Westernwear
altlife,solid cotton full length womens joggers - black,"28,30,32,34,36",999,499,50% off,Westernwear
rare,solid polyester round neck womens a-line dress - red,"Large,Medium,Small,X-Large",1499,674,55% off,Westernwear
indya,shraddha kapoor for indya embellished hot wrap crop top - pink,"Large,Medium,Small,X-Large,X-Small",1300,1040,20% off,Westernwear
fratini,printed polyester v-neck womens a-line dress - lilac,"Large,Medium,Small,X-Large,XX-Large",1899,949,50% off,Westernwear
life,printed viscose wide neck womens regular top - off white,"Large,Medium,Small,X-Large,X-Small",1199,599,50% off,Westernwear
zink london,printed polyester v neck womens top - multi,"Large,Medium,Small,X-Large",1499,899,40% off,Westernwear
rare,printed rayon round neck womens flared dress - maroon,Medium,2399,1079,55% off,Westernwear
latin quarters,dyed round neck polyester womens regular knit top - pink,"S,M,L,XL,X-Small",1599,799,50% off,Westernwear
fratini,solid viscose blend round neck womens t-shirt - lilac,"Large,Medium,Small,X-Large,XX-Large",699,349,50% off,Westernwear
life,skinny fit regular length cotton lycra womens jeans - indigo,"26,28,30,32,34,36",1299,649,50% off,Westernwear
zink london,checks rayon womens shift dress - green,"Large,Medium,X-Large",2199,879,60% off,Westernwear
and,floral polyester round neck womens straight top - sage,"8,10,12,14,16,18",2099,1679,20% off,Westernwear
altlife,patch work cotton regular neck womens top and shorts - lilac,"Large,Medium,Small,X-Large,XX-Large",1299,649,50% off,Westernwear
life,viscose blend collar neck womens regular top - off white,"Large,Medium,Small,X-Large,X-Small",899,449,50% off,Westernwear
juniper,printed short sleeves rayon womens full length jumpsuit - mustard,"Large,Medium,Small,X-Large,XX-Large",2999,1799,40% off,Westernwear
kraus,light wash cotton skinny fit womens jeans - dark blue,"28,30,32,34",1895,947,50% off,Westernwear
zink london,printed v neck polyester womens wrap dress - blue,"Large,Medium,Small,X-Large,XX-Large",2999,1499,50% off,Westernwear
life,skinny fit regular length cotton lycra womens jeans - black,"26,28,30,32,34,36",1299,649,50% off,Westernwear
stop,regular fit regular length viscose blend womens treggings - black mix,"28,30,32,34,36",999,499,50% off,Westernwear
madame,pencil fit above knee cotton blend womens casual skirt - ice blue,"26,28,30,32,34,36",2199,1319,40% off,Westernwear
faballey,textured georgette square neck womens regular dress - yellow,"Large,Medium,Small,X-Large,X-Small",2100,1680,20% off,Westernwear
zink london,womens regular fit solid round neck t-shirt - green,X-Large,1199,399,67% off,Westernwear
life,printed cotton blend hood womens sweatshirt - blue,"Large,Medium,Small,X-Large,X-Small",1299,649,50% off,Westernwear
madame,solid polyester blend v neck womens dress - indigo,"Large,Medium,Small,X-Large,XX-Large",2699,1889,30% off,Westernwear
only,all over print cotton round neck womens t-shirt - blue,"Large,Medium,Small,X-Large,X-Small",1999,1399,30% off,Westernwear
infuse,graphic cotton round neck womens regular fit t-shirt - peach,"Large,Medium,Small,X-Large,X-Small,XX-Large",499,199,60% off,Westernwear
kraus,skinny ankle length cotton blend womens jeans - black,"28,30,32,34,36,38",1895,1705,10% off,Westernwear
altlife,printed polyester blend regular neck womens t-shirt - old rose,"Large,Medium,Small,X-Large,X-Small,XX-Large",799,399,50% off,Westernwear
and,floral polyester v neck womens flared top - black,"8,10,14,16,18",1999,1599,20% off,Westernwear
rare,floral polyester round neck womens a-line dress - black,"Large,Medium,Small,X-Large",1899,854,55% off,Westernwear
life,skinny fit regular length cotton lycra womens jeans - black,"26,28,30,32,34,36",999,499,50% off,Westernwear
madame,printed polyester mandarin womens top - blue,"Large,Medium,Small,X-Large,XX-Large",1699,1019,40% off,Westernwear
rare,regular fit calf length crepe womens casual skirt - navy,"Large,Medium,Small,X-Large",1699,764,55% off,Westernwear
lovegen,skinny fit ankle length cottonwomens jeans - light blue,"30,32,34",1999,599,70% off,Westernwear
only,solid cotton peter pan collar womens casual shirt - blue,"34,36,38,40,42",2499,1499,40% off,Westernwear
zink london,regular fit full length viscose womens casual skirt - off white,"Large,Medium,Small,X-Large,X-Small",1899,1139,40% off,Westernwear
zink london,floral polyester square neck womens dress - green,"Large,Medium,Small,X-Large,X-Small,XX-Large",2699,1619,40% off,Westernwear
faballey,textured crepe round neck womens midi dress - blue,"Large,Medium,Small,X-Large,X-Small",2800,2240,20% off,Westernwear
infuse,floral v neck rayon womens dress - mauve,"Large,Medium,Small,X-Large,X-Small,XX-Large",1299,649,50% off,Westernwear
only,solid cotton regular womens t-shirt - purple,"Large,Medium,Small,X-Large,X-Small",1799,899,50% off,Westernwear
life,solid polyester blend round neck womens t-shirt - olive,"Large,Medium,Small,X-Large,X-Small",999,499,50% off,Westernwear
rare,solid regular fit polyester womens casual wear trousers - mustard,"Medium,Small,X-Large",1899,759,60% off,Westernwear
life,regular fit regular length cotton lycra womens jeans - indigo,"26,28,30,32",999,499,50% off,Westernwear
zink london,checks tie up neck cotton womens casual shirt - white,"Large,Medium,Small,X-Small,XX-Large",1699,1019,40% off,Westernwear
van heusen,solid polyester regular fit womens jacket - maroon,"Large,Medium,Small,X-Small",4499,2499,44% off,Westernwear
zink london,floral polyester v neck womens dress - pink,"Large,Medium,Small,X-Large,XX-Large",3299,1979,40% off,Westernwear
zink london,solid viscose blend round neck womens straight top - yellow,"Large,Medium,Small,X-Large,X-Small,XX-Large",1599,959,40% off,Westernwear
rare,solid polyester round neck womens regular top - peach,"Large,Medium,Small,X-Large",1299,519,60% off,Westernwear
zink london,solid regular fit polyester womens casual trousers - brown,"Large,X-Large",1999,599,70% off,Westernwear
latin quarters,dyed round neck cotton womens regular dress - peach,"S,M,XL",2499,1249,50% off,Westernwear
rare,solid polyester round neck womens a-line dress - black,"Large,Medium,Small",1999,899,55% off,Westernwear
life,embroidered cotton blend wide neck womens t-shirt - white,"Large,Medium,Small,X-Large,X-Small",1199,599,50% off,Westernwear
madame,solid cotton blend round neck womens top - navy,"Large,Medium,Small,X-Large,XX-Large",999,599,40% off,Westernwear
zink london,solid sleeveless polyester womens jumpsuit - navy,"Large,Medium,Small,X-Large,XX-Large",2799,1679,40% off,Westernwear
forever new,printed viscose v neck womens top - print,"6,8,10,12,14,16",3600,2340,35% off,Westernwear
faballey,embroidered cotton square neck womens regular top - white,"Large,Medium,Small,X-Large,X-Small",1600,1280,20% off,Westernwear
madame,stripes polyester v neck womens top - blue,"Large,Medium,Small,X-Large,XX-Large",1799,1259,30% off,Westernwear
life,embroidered cotton blend wide neck womens t-shirt - orange,"Large,Medium,Small,X-Large,X-Small",1199,599,50% off,Westernwear
madame,solid cotton blend round neck womens shirts - natural,"Large,Small,X-Large,XX-Large",1799,1259,30% off,Westernwear
madame,stripes skinny fit woven polyster womens trousers - mint,"30,32,34",2699,1619,40% off,Westernwear
life,solid cotton blend collar neck womens regular top - indigo,"Large,Medium,Small,X-Large,X-Small",1299,649,50% off,Westernwear
faballey,printed sleeveless georgette womens regular length jumpsuit - purple,"Large,Medium,Small,X-Large,X-Small",2300,1840,20% off,Westernwear
fratini,printed polyester wide neck womens regular top - teal,"Large,Medium,Small,X-Large,XX-Large",1199,599,50% off,Westernwear
stop,solid nr roma regular neck womens regular dress - black,"Large,Medium,Small,X-Large,X-Small,XX-Large",1999,999,50% off,Westernwear
fratini,regular fit regular length nr roma womens treggings - black,"26,28,30,32,34,36",1299,649,50% off,Westernwear
zink london,lace polyester round neck womens dress - pink,"Large,Medium,Small,X-Large,X-Small,XX-Large",2799,1679,40% off,Westernwear
kraus,baggy fit ankle length cotton womens jeans - blue,"28,30,32,34",2095,1466,30% off,Westernwear
and,solid round neck polyester womens flared gown - pink mix,"6,8,10,12,14,16",4299,3439,20% off,Westernwear
magre,solid satin cowl neck womens sheath dress - blue,"Large,Medium,Small,X-Small",3790,2084,45% off,Westernwear
life,solid viscose round neck womens regular top - off white,"Large,Medium,Small,X-Large,X-Small",1299,649,50% off,Westernwear
life,skinny fit ankle length denim womens jeans - black,"26,28,30,32,34,36",1499,749,50% off,Westernwear
madame,textured cotton round neck womens top - off white,"Large,Medium,Small,X-Large",1499,1049,30% off,Westernwear
zink london,solid polyester mandarin womens casual shirt - white,"Large,Medium,Small",1499,899,40% off,Westernwear
life,patterend wide neck viscose womens regular dress - pink,"Large,Medium,Small,X-Large,X-Small",1499,749,50% off,Westernwear
zink london,embroidered polyester off shoulder womens top - pink,"Large,Medium,Small,X-Large,X-Small,XX-Large",1999,1199,40% off,Westernwear
kraus,skinny ankle length cotton blend womens jeans - black,"28,30,32,34,36,38",1795,1615,10% off,Westernwear
allen solly,solid round neck viscose womens fit and flare knit dress - navy,"Large,Medium,Small,X-Small",2299,1379,40% off,Westernwear
and,solid cotton collar neck womens straight top - white,"8,10,12,14,16,18",1899,1519,20% off,Westernwear
zink london,printed cotton womens shift dress - blue,Large,2799,1119,60% off,Westernwear
life,embroidered cotton lycra round neck womens t-shirt - white,"Large,Medium,Small,X-Large,X-Small",1199,599,50% off,Westernwear
kraus,clean look cotton wide fit womens jeans - dark blue,"28,30,32,34,36",1895,1705,10% off,Westernwear
juniper,ethnic motifs mandarin neck cambric womens tiered dresses with mask - black,"Large,Medium,Small,X-Large,XX-Large",2499,999,60% off,Westernwear
van heusen,checks polyester v neck womens dress - grey,"Large,Small,X-Small",3499,1499,57% off,Westernwear
only,cotton collarless womens regular top - green,"34,36,38,40,42",2299,1379,40% off,Westernwear
madame,mid wash denim straight fit womens jeans - indigo,"28,30,32,34,36",2999,2099,30% off,Westernwear
cover story,solid polyester regular womens casual wear trousers - mint,"26,28,30,32,34",2590,1813,30% off,Westernwear
